metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# proteins	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	RNA pseudouridylate synthase, group 1	4	-5.00	72.63	29.50	4	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease E (EC 3.1.26.12)	2	-3.00	79.88	26.00	2	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease E (EC 3.1.26.12)	1	-12.00	97.22	36.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease E (EC 3.1.26.12)	12	-6.31	84.61	30.85	6	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease E (EC 3.1.26.12)	171	-6.93	87.45	30.18	14	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease M5 (EC 3.1.26.8)	1	-5.00	63.16	38.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribonuclease M5 (EC 3.1.26.8)	2	-3.00	83.93	24.00	2	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	4	-4.75	75.32	27.25	4	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	2	-3.50	80.80	23.50	2	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	2	-4.50	66.91	31.00	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	37	-7.38	89.37	30.08	6	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	2	-3.50	73.61	26.00	2	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	1	-7.00	82.76	29.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	67	-6.55	85.38	29.49	9	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	25	-6.60	77.96	32.00	24	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	20	-6.35	78.78	30.85	16	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	24	-4.72	74.85	29.80	23	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	81	-6.42	80.95	30.40	28	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	9	-3.43	70.13	30.57	7	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	10	-4.22	70.18	30.22	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	9	-5.00	70.73	30.56	9	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	60	-6.84	83.98	29.84	15	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal protein S6 glutaminyl transferase	2	-4.00	78.57	28.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	1	-5.00	63.33	30.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	2	-3.00	63.65	32.50	2	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	2	-3.50	76.92	26.00	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)	10	-4.78	75.75	28.89	5	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S5p-alanine acetyltransferase	6	-4.67	78.52	26.00	4	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S5p-alanine acetyltransferase	1	-9.00	71.43	35.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S5p-alanine acetyltransferase	5	-5.00	71.72	30.00	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Ribosomal-protein-S5p-alanine acetyltransferase	4	-4.25	64.86	31.75	4	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase A	1	-6.00	75.00	32.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase A	1	-4.00	78.57	28.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase A, group 2	1	-6.00	75.00	32.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase A, group 2	1	-4.00	78.57	28.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type	1	-6.00	78.57	28.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	1	-4.00	71.43	28.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	2	-5.00	82.69	26.00	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YjbO type	3	-6.00	85.71	28.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, CAC1266-type	4	-4.50	72.43	31.25	3	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	Similar to ribosomal large subunit pseudouridine synthase D, TTE1780-type	1	-6.00	72.41	29.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	33	-4.75	73.02	30.25	31	
4441680.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	15	-6.27	75.93	33.13	15	
4441679.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	25	-5.79	77.62	30.00	22	
4441681.3	Protein Metabolism	Protein biosynthesis	Ribosome biogenesis bacterial	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	45	-5.94	79.95	29.68	20	
4441682.3	Protein Metabolism	Protein biosynthesis	Trans-translation by stalled ribosomes	tmRNA-binding protein SmpB	15	-5.31	72.82	31.38	11	
4441680.3	Protein Metabolism	Protein biosynthesis	Trans-translation by stalled ribosomes	tmRNA-binding protein SmpB	12	-5.67	73.17	32.33	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Trans-translation by stalled ribosomes	tmRNA-binding protein SmpB	14	-6.00	73.86	32.62	11	
4441681.3	Protein Metabolism	Protein biosynthesis	Trans-translation by stalled ribosomes	tmRNA-binding protein SmpB	41	-6.60	77.52	32.07	21	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins	15	-5.07	78.47	28.93	8	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins	6	-4.67	74.63	28.83	6	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins	20	-4.88	75.04	30.06	11	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins	10	-4.78	71.12	30.33	7	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins, group 2	15	-5.07	78.47	28.93	8	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins, group 2	6	-4.67	74.63	28.83	6	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins, group 2	20	-4.88	75.04	30.06	11	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Ribosome protection-type tetracycline resistance related proteins, group 2	10	-4.78	71.12	30.33	7	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetM	1	-8.00	72.73	33.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetM	2	-5.00	70.37	31.50	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetM	2	-7.50	79.09	34.50	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetM	4	-10.50	98.28	33.25	2	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetO	6	-10.00	96.29	32.67	3	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetO	5	-10.20	95.81	32.20	2	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetO	4	-7.50	91.69	31.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetO	1	-11.00	100.00	34.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetQ	22	-9.70	99.08	30.95	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetQ	20	-10.94	98.65	33.17	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetQ	36	-9.35	97.99	30.52	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Tetracycline resistance protein TetQ	15	-10.13	98.13	31.40	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor 2	1	-6.00	78.12	32.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor 2	1	-4.00	64.52	31.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor 2	1	-11.00	97.06	34.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G	132	-6.46	79.24	31.17	90	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G	113	-6.75	79.96	31.50	80	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G	143	-6.74	80.45	31.20	94	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G	235	-7.56	83.53	31.92	93	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G paralog	1	-3.00	71.43	28.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G, mitochondrial	1	-3.00	62.07	29.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G-related protein	29	-4.89	74.28	29.93	23	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G-related protein	30	-6.13	77.21	30.93	17	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G-related protein	31	-6.06	73.25	32.03	22	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factor G family	Translation elongation factor G-related protein	19	-4.89	71.25	31.17	14	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G	132	-6.46	79.24	31.17	90	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G	113	-6.75	79.96	31.50	80	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G	143	-6.74	80.45	31.20	94	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G	235	-7.56	83.53	31.92	93	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G paralog	1	-3.00	71.43	28.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G-related protein	29	-4.89	74.28	29.93	23	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G-related protein	30	-6.13	77.21	30.93	17	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G-related protein	31	-6.06	73.25	32.03	22	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor G-related protein	19	-4.89	71.25	31.17	14	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor LepA	97	-6.31	79.89	30.95	60	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor LepA	68	-6.89	81.60	31.46	42	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor LepA	94	-6.35	80.72	30.80	61	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor LepA	171	-7.46	86.23	31.30	70	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor P	25	-5.54	76.78	30.71	16	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor P	22	-6.35	75.75	32.25	15	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor P	28	-5.64	75.50	30.40	20	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor P	46	-7.59	80.01	33.05	22	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor P-related protein	1	-7.00	78.79	33.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Ts	29	-5.38	78.79	30.73	23	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Ts	6	-5.00	75.06	32.67	6	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Ts	27	-5.12	79.27	29.96	24	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Ts	63	-5.87	81.13	30.88	29	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Tu	81	-8.11	87.93	31.81	58	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Tu	60	-8.11	88.74	31.04	40	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Tu	80	-7.69	88.38	30.41	63	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors bacterial	Translation elongation factor Tu	187	-8.56	89.72	31.74	64	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Eukaryotic peptide chain release factor subunit 1	5	-4.50	74.87	28.00	4	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Eukaryotic peptide chain release factor subunit 1	2	-4.00	73.50	28.00	2	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor 1 alpha subunit	3	-7.67	81.18	31.00	3	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor 1 alpha subunit	1	-6.00	66.67	33.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor 2	1	-6.00	78.12	32.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor 2	1	-4.00	64.52	31.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor 2	1	-11.00	97.06	34.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor P	25	-5.54	76.78	30.71	16	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor P	22	-6.35	75.75	32.25	15	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor P	28	-5.64	75.50	30.40	20	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation elongation factors eukaryotic and archaeal	Translation elongation factor P	46	-7.59	80.01	33.05	22	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	12	-5.25	72.97	30.58	12	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	10	-6.00	78.41	30.00	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	13	-6.15	79.82	31.31	9	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	72	-6.09	82.13	30.55	22	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Ribosome-binding factor A	1	-6.00	74.19	31.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Ribosome-binding factor A	5	-5.20	81.34	27.60	5	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Ribosome-binding factor A	5	-3.80	73.10	28.40	4	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Ribosome-binding factor A	26	-5.81	85.86	28.75	8	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 1	14	-5.83	84.31	28.92	8	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 1	10	-6.78	83.65	30.00	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 1	12	-6.82	78.73	32.36	11	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 1	17	-8.36	87.38	31.64	10	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 2	81	-6.14	77.98	31.70	56	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 2	54	-5.87	78.82	31.04	35	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 2	87	-6.18	80.07	31.00	62	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 2	272	-6.75	84.71	31.35	67	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 3	25	-5.62	73.80	31.46	23	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 3	28	-6.40	78.56	31.12	17	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 3	18	-5.24	70.36	31.41	16	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor 3	40	-6.84	79.22	32.74	21	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors bacterial	Translation initiation factor SUI1-related protein	2	-5.50	75.65	30.50	2	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Eukaryotic translation initiation factor 2 gamma subunit	3	-5.33	75.48	29.33	3	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Eukaryotic translation initiation factor 3 110 kDa subunit	1	-8.00	80.56	36.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Eukaryotic translation initiation factor 6	1	-5.00	92.31	26.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor 1A	1	-3.00	83.33	24.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor 1A	2	-7.50	69.58	35.50	2	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor 2	81	-6.14	77.98	31.70	56	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor 2	54	-5.87	78.82	31.04	35	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor 2	87	-6.18	80.07	31.00	62	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor 2	272	-6.75	84.71	31.35	67	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor SUI1	2	-5.50	75.65	30.50	2	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation initiation factors eukaryotic and archaeal	Translation initiation factor SUI1-related protein	2	-5.50	75.65	30.50	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Hypothetical protein YaeJ with similarity to translation release factor	13	-5.08	84.59	28.92	8	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Methionine aminopeptidase (EC 3.4.11.18)	29	-6.14	74.79	30.93	25	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Methionine aminopeptidase (EC 3.4.11.18)	23	-5.59	73.44	31.86	19	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Methionine aminopeptidase (EC 3.4.11.18)	28	-5.35	73.28	31.12	22	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Methionine aminopeptidase (EC 3.4.11.18)	66	-6.26	77.09	30.76	40	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 1	35	-6.23	80.71	30.37	31	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 1	41	-7.76	83.20	32.24	27	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 1	49	-6.06	79.40	30.98	42	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 1	78	-7.00	83.87	31.08	36	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 2	32	-6.91	81.26	30.42	26	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 2	35	-7.26	81.39	31.77	31	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 2	36	-6.56	79.37	30.71	31	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 2	73	-7.18	84.14	31.07	40	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 3	29	-7.19	82.88	31.41	18	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 3	31	-7.03	81.38	31.17	21	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 3	38	-6.74	80.69	31.23	27	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide chain release factor 3	143	-8.36	87.87	31.93	41	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide deformylase (EC 3.5.1.88)	10	-4.30	71.73	29.80	9	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide deformylase (EC 3.5.1.88)	8	-4.25	68.31	32.12	8	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide deformylase (EC 3.5.1.88)	8	-3.50	74.08	27.62	8	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptide deformylase (EC 3.5.1.88)	39	-5.79	80.68	30.14	17	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	7	-4.57	66.37	33.86	7	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	9	-3.67	71.61	28.22	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	22	-4.62	72.61	29.43	20	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	55	-6.00	82.44	28.97	18	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Ribosome recycling factor	19	-4.33	72.46	31.06	16	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Ribosome recycling factor	10	-5.60	70.41	33.70	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Ribosome recycling factor	33	-5.03	71.56	31.93	26	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	Ribosome recycling factor	37	-5.17	76.12	30.87	22	
4441682.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	tmRNA-binding protein SmpB	15	-5.31	72.82	31.38	11	
4441680.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	tmRNA-binding protein SmpB	12	-5.67	73.17	32.33	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	tmRNA-binding protein SmpB	14	-6.00	73.86	32.62	11	
4441681.3	Protein Metabolism	Protein biosynthesis	Translation termination factors bacterial	tmRNA-binding protein SmpB	41	-6.60	77.52	32.07	21	
